cvegeo,m_educacion,m_lineas_sae,m_viv_servicios,m_educacion_sd,m_lineas_sae_sd,m_viv_servicios_sd,lisa,loc_peq_pct,pct_60mas,log_pob
03003,0.00012533793683863875,-0.05008199461143446,0.01648076922358797,0.01411134594169388,0.32339158214083974,0.13507911812232481,ns,9.81860861412328,12.752146344968708,5.465741145289745
03008,-0.00040626316226399605,-0.01578438248589139,-0.051776340455582326,0.01413218018067965,0.3384062046608343,0.1379902156703432,ns,3.45531754915112,5.666299261487108,5.545444435744095
03009,-0.00042069571575945746,0.2542742449071363,0.017343732160655462,0.014127597131654903,0.2771491351019517,0.1350916871537636,ns,9.64436073565256,11.389319742964767,4.256525324848108
04001,-0.0002006244880314334,-0.4039331911954552,-0.016502148745797387,0.014111647800981252,0.2546289846238062,0.13507146830480876,ns,28.3444759589411,12.569219340896812,4.77255639707281
04002,0.0006270897482324825,-0.26517422160903625,-0.01723058443586823,0.014139011506888196,0.26620567738729034,0.13507913908910657,ns,9.92529167530953,12.690893881534429,5.468461059312617
04003,0.00026138651859278325,-0.3662729547124242,-0.04802649901669568,0.014112599320960966,0.27485674023296747,0.13696285644306486,ns,14.8594506620587,9.56981253390665,5.395928918963004
04004,0.0007901067925717813,-0.423675799098307,-0.00030413346164267005,0.014152844899909279,0.2538519694620401,0.1348397930399877,ns,54.2036586925931,10.685685045413841,4.893040111957118
04005,0.0011949054639903579,-0.05728299657233909,-0.002927066392347801,0.014213650583247776,0.270076695216719,0.13494388972571475,ns,34.1228812231726,11.46411003540433,4.504022063609917
04006,-0.003899109526327683,-0.11315031227653516,-0.0055890589094559325,0.015145445062749433,0.2558877316194688,0.1348698246596755,ns,80.9017560512577,10.27764594209777,4.624694531272081
04007,-0.000993796155955478,-0.13155062246476645,0.0006174594815281081,0.014179171343816938,0.25409956046806437,0.134944322140904,ns,100.0,13.405505009789243,3.9386698010226793
04008,-0.0011752935470498989,-0.8554931436012069,0.0070954464606925735,0.014209110097682704,0.2646165185803296,0.134971554263343,ns,23.6115962277331,11.11596227733147,4.058881339349561
04009,-8.052789976557216e-05,-0.02937296981235563,-0.010453754372861114,0.014108767541333304,0.25837033722729014,0.13490511682236528,ns,47.64113946231,9.871001118101564,4.777593547862826
04010,0.0004019292640702872,-0.25042286890680815,0.03437856243461511,0.014119273249551173,0.25489999500789734,0.13604466873026366,ns,81.9354228416472,8.072144794097245,4.5012510218558575
04011,-0.0005294473620720039,-0.051742855821861534,0.04107169750323031,0.014131303812118742,0.2687558443913357,0.13697560846515258,ns,76.294417325688,10.24023191865794,4.671293206167928
05001,0.001077194497055994,-0.9300307030810122,-0.0033264499968892903,0.01418910673153811,0.2610391498671829,0.13484327993269674,ns,100.0,22.504892367906066,3.009450895798694
05002,0.00012682954049472698,-0.7418381709383295,-0.011515796024285898,0.014111225999041353,0.27103526208448275,0.13501947494593747,ns,1.73741858725116,7.236688785585497,5.212342111149482
05003,-0.00047504427671002933,0.1399074223289311,-0.0012104534673616377,0.014123910021401025,0.2548241004558338,0.13483534534807468,ns,7.28660652324774,12.014226231783484,4.362783963469914
05004,-0.0006929331299793853,-0.7555077346723861,0.007571869564292155,0.014156389469046184,0.38489202388950877,0.13497765073001017,ns,47.4812360538238,11.265129488133072,4.470968804605796
05005,-8.576621682871178e-05,-0.11545701243065734,0.009142572970329691,0.01410935784666924,0.2623975741802473,0.13495955212142233,ns,100.0,18.19841752891053,3.215637563435062
05006,-0.001167741132303363,0.2512525779071523,-0.007886687362890166,0.014204531933736574,0.2588938255492792,0.13498282422736974,ns,6.22768470200494,11.727547377094204,4.464310665925887
05007,1.709870376397091e-05,-0.5634507944461258,0.043845298664855925,0.014111172598978256,0.3463237138128788,0.13702175560278246,ns,18.2461659457334,13.118364136846244,4.104316364511727
05008,-0.0001980877663079788,-0.5964046933518669,0.0061023147313464645,0.014111729934816618,0.26143140875022375,0.13501248864624352,ns,100.0,14.210699048244175,3.4838724542226736
05009,-0.0010548780564347173,-0.43698799094037133,-0.014311233837524013,0.014186841655532958,0.25252069067728244,0.135027612519171,ns,44.6023545354451,11.047683577538749,4.771109567575759
05010,-0.00019347985967632823,0.09296282276564394,-0.0002300913025859788,0.01411120121896864,0.25479004201036737,0.13482748669870742,ns,8.69686563360798,11.268186727177856,4.915974644183703
05011,0.00031514403073929653,-0.19765308085451513,0.03037686986535319,0.014115623218716703,0.25647874820707245,0.13570556944549927,ns,53.4795763993949,14.96890233652715,4.075473964588946
