cvegeo,material_mean,monetario_mean,material_sd,monetario_sd
01001,-1.4715453106328849,-0.3749581445389565,0.2451742728689195,0.145797210968771
01002,-1.007905886212552,0.056584107026920245,0.25259868364192367,0.12679025631930763
01003,-0.9435352234754607,0.6329324748332952,0.2672626307970816,0.12240764485312333
01004,-0.7201708837634525,-0.7752850286434187,0.2851273108949663,0.12485398812440661
01005,-1.1238944699742266,0.4937624150758671,0.262548622907224,0.13126190455007256
01006,-0.9054494793935068,-0.20805890427850576,0.26186570231257716,0.12394464422062869
01007,-0.7748759932028487,-0.4075065625802176,0.26296044921288714,0.11706805255730914
01008,-1.0782342357451733,-0.3588287403184218,0.2599130379872931,0.12813443877991215
01009,-0.9332280302213204,-0.058216671892718334,0.2652522176030351,0.1237348406680527
01010,-0.8539260544551903,0.11894869571924413,0.2697921221931923,0.12350369308898333
01011,-1.3015551767766265,0.4200637392157441,0.27674576560178776,0.1426761576896189
02001,-0.42952994014750595,-0.1408286733371542,0.27774702232016013,0.11719971543298943
02002,-0.6958659093851421,-0.3240937784408852,0.2802448647553393,0.1253013384963148
02003,-0.5025906265571768,-0.20860690656814665,0.2823969582544201,0.11702674847909313
02004,-0.7072656173135834,0.13670773721459265,0.2791239309131517,0.131270657606508
02005,-0.5198950198913329,0.08856175292653426,0.2899551808210688,0.11884011023930431
03001,-0.2009161959204737,0.22386266197029264,0.2862951471428694,0.11025130268766208
03002,-0.13633374535701354,0.25595391833634185,0.2917505974406485,0.11339533966328477
03003,-0.5837381943233233,-0.38885058149293844,0.3022682635643741,0.12641701414007678
03008,0.3013797557859716,0.01008399413345106,0.3072485757270825,0.12356991348274457
03009,0.20877260258468575,-0.16819708508871128,0.2889256992518407,0.11703893374550704
04001,0.7408678800820351,-0.4013474386462011,0.2730778184380748,0.11778443434408703
04002,0.3039950186616385,-0.4188048019141614,0.2886133180907771,0.11595337547658101
04003,0.6689548075263915,-0.21324926640663155,0.24887230180422085,0.11380294439014348
04004,0.5549078785861339,-0.2876073805801213,0.26261864098650695,0.10895233405599099
04005,0.7123735034592718,-0.7647412995149219,0.2875047299564132,0.12177128340454402
04006,0.1867034591772867,0.4714077897204525,0.2427793657131612,0.09891056104830646
04007,0.8757352501399399,-0.5480016616428378,0.28324988633439085,0.12889501462346037
04008,0.6704922273084547,0.15990798682572757,0.2845175601314777,0.1214775224537517
04009,0.592806063326354,-0.11381386868837846,0.2723440283393171,0.1124374534870185
04010,0.2915611383564826,-1.2934179008281064,0.2834628909479846,0.11142988908045522
04011,0.42285760431675956,-0.5143118910639257,0.27555057946124356,0.11109181340067635
05001,-1.4423172056495484,-0.658926042447759,0.26830807063854967,0.14920825528120618
05002,-0.8099909727741932,-0.4992577648742764,0.284421622678212,0.13732206288690652
