cvegeo,material_mean,educativo_mean,monetario_mean,material_sd,educativo_sd,monetario_sd
01001,-1.4387893974310468,-0.8421405580228162,0.27724213481171744,0.4144608195195255,0.30831930289802706,0.6745413421255761
01002,-0.5081493429757756,-0.11644994104943238,-0.14695686457424775,0.40446073690378204,0.2999795977791916,0.6397698997917075
01003,-0.43658970022432464,0.9209061294455475,0.46119779811731815,0.40344743728605775,0.29894021847072,0.8848496268906846
01004,0.3065521717656137,-1.4037286987022617,-0.016031985934936138,0.41120896592884976,0.30304151652028577,0.6556953589543353
01005,-0.3293048436948683,0.5921901044497053,0.15270157910697318,0.4035412761614524,0.3010347903454474,0.7838319443827645
01006,0.04535430034508623,-0.5202709943158341,0.04893358157312738,0.40408418105564675,0.29928774723749907,0.6644999417337831
01007,0.11311282965793681,-0.8116119530107029,0.12627114016798235,0.40395964323771116,0.2994799871717917,0.6911904854822305
01008,-0.834476323736143,-0.6165829996978188,-0.13604658780946569,0.43384347325180794,0.30595357305548243,1.019738133375834
01009,-0.5077125611642571,-0.16170431694222165,-0.20774922857621955,0.40467458990604294,0.30096859673931775,0.7568686088496814
01010,0.020062677054577246,0.11943444910669279,-0.4592601325561861,0.404064704089388,0.3006462221247028,0.9086767807957821
01011,-0.576420081729787,0.3390102323659175,0.45202964828125675,0.4135143005687334,0.30070016669797567,1.1816617934686402
02001,-0.015418340507348798,-0.16588321222717378,-0.17683431143269254,0.4559529437876808,0.38227565485897036,0.7764290569819519
02002,-0.518638253748216,-0.56765612584989,0.1561147467045582,0.4584831915216213,0.3820700684956185,0.7601621357828875
02003,0.291659478823485,-0.3799972990880765,-0.21887655066331752,0.45979132895284613,0.381547626387736,0.7125045205866721
02004,-0.4834342569861037,0.09880660551025182,0.20536793734049397,0.4591869497189592,0.38320080731595346,0.8305055266377117
02005,0.2776035248354406,0.19933843120209427,0.09315040233372292,0.4578519852737235,0.38479633338159974,0.6862034029305211
03001,-0.06209915911860772,0.32615925997714046,-0.13683154634728958,0.4440305288191575,0.36972237836390986,0.6818921867010381
03002,0.0026725985934382976,0.3372037705444166,-0.44819545536686567,0.4432997281438187,0.36996058019609274,0.857818561589538
03003,-0.6718842205047135,-0.8069448141312217,-0.1911973535114987,0.44572332358984157,0.3742107892693405,0.7522362574697355
03008,1.3401088527189522,-0.09196735819305052,0.2217456804521115,0.4487077581570213,0.374282710123405,0.933904015824826
03009,0.9320386876133512,-0.22609413626542663,-0.05599758803860096,0.44755711687649263,0.3725263748313406,0.6887508219687458
04001,0.5346535456657714,0.09648774777209981,-0.09102942112414741,0.39689654704886146,0.2958460322546563,0.6474714867862862
04002,-0.3321309945076195,-0.055024796341490094,0.48143074066219693,0.3993799222358619,0.2963733195537238,0.8992303643659199
04003,1.0408862294613934,0.19351336551338963,0.05552002078254278,0.40951230411555456,0.2972891734635279,0.8039783746302974
04004,0.09688609250911652,0.12254614542806164,0.13270250589345442,0.3938989388694989,0.2914832747185496,0.6417344650605461
04005,0.14425254865106957,-0.42582688930459767,-0.02987964016271771,0.3944508935545005,0.29322391636461026,0.7558553252661439
04006,-1.2513831956937578,1.4190478255797203,-0.23556926326826882,0.394309409175551,0.2974460109931053,0.685505430668374
04007,1.204793116977733,-0.25733398392115087,0.06313746041134836,0.39619211370682467,0.2988529461262725,0.6494970246904199
04008,0.3386790915814151,1.120194696748487,-0.4192141328681666,0.39898210067275386,0.29725371812783397,0.8566195298599457
04009,0.3254038010746384,0.41009590075962143,0.34095468175803906,0.3938746877668199,0.2926536736331891,0.771143469135084
04010,-0.3526167205383083,-1.6723599903614232,-0.18293426717641253,0.40517326780893387,0.29553654927354184,0.8489790330600526
04011,0.38813903053319004,-0.3714168104345835,-0.4844457270328305,0.39579374187735866,0.29349193218689135,1.0000961450289187
05001,-0.7298363845497768,-0.4531971253771102,-0.07229188171103187,0.3587403987000849,0.1987913226281556,0.6332450791397292
05002,0.4181707857236292,-0.4056700596929767,0.3456522521789955,0.35564409360914506,0.19880698234694402,0.9347822324414129
05003,-0.20067015646267786,0.16281077951797568,0.23710846447621717,0.34865528096249826,0.19121315168517647,0.7244982605231088
05004,-0.22535964382197496,0.8244303585532414,-0.37689099919874114,0.3487550372272058,0.19287410258766402,0.8004599246602624
05005,0.37618768497403854,1.4197207418097844,0.3588815892059118,0.3587972943418934,0.2030362511273416,0.9223134763901005
05006,-0.16126632558082996,-0.45526716723659766,-0.2511640900410788,0.36955525447901943,0.189552379961263,1.156179857871891
05007,0.4475534887657392,0.2544987070865329,-0.6479077091661228,0.353960344886088,0.19510009699146333,1.354997103592392
05008,-0.7610392328784218,-0.20353387504845374,-0.28159266109195014,0.3484799698494693,0.1890806786880403,0.8142598038011305
05009,-0.4679694583397522,0.3647419703588238,0.01309702933369501,0.35208400187946975,0.1892509060265299,0.6442312776386785
05010,-0.2686460401148094,-0.5848316930566902,0.2633114168213791,0.3472279452303364,0.18842884962696144,0.7002280032573422
05011,0.09229331396158988,-0.7571541714911298,-0.290001932356031,0.3472872656673476,0.1877219623532443,0.746747068327013
05012,1.47461733799891,0.9460720714662174,0.01649960291937114,0.3844073179984299,0.20045185831656084,0.7336165352344128
05013,-0.46596554542662116,1.6000290345805586,0.31747878035611776,0.3616281493071301,0.21899929235331805,0.7750501822483356
05014,0.9208314932100429,1.3373445845195653,0.04456358326248804,0.37277765099799115,0.19770680644688243,0.7408365228395163
05015,-0.29905388185431997,-0.3154712306712126,-0.09496724837945868,0.379539860155852,0.19812956612450927,0.6666678348196583
05016,-0.38144579553589647,0.10367803394511024,0.1697541149050836,0.3488569204888708,0.19428986795515718,0.643504614152588
05017,-0.16378521281718741,0.4124578111243316,0.19184157767929075,0.34912851270219064,0.18907860358882242,0.6538600228089382
05018,-0.7291416695764991,-0.9931269419684512,0.041647933679797855,0.34880795157978495,0.19464552046906602,0.6097891606079517
05019,-0.06015423996329875,-0.12439610545093895,-0.10546212748780377,0.3557202028268932,0.1925935225789101,0.6317465447696964
05020,0.1686997572794388,-0.028537249034752948,0.2665811595947233,0.3465780172758233,0.18977642261254418,0.714219200491915
05021,-0.6290152703445295,-1.427944903653184,0.09217835601142296,0.36794124600139305,0.1933664056682277,0.6535109077622067
05022,0.4390151857378332,-0.5799938242013586,0.12120016986670229,0.3566657982930435,0.19368300253289525,0.760426538984501
05023,0.452092473103363,0.47486656275253514,-0.3700191446784002,0.3542269293113545,0.19114344923688556,0.771258281705954
05024,0.08237995724596216,-0.5408478651757596,-0.29100252872280946,0.35249442057172004,0.1891131400017119,0.9035122735333352
05025,-1.149067735836446,0.3845085836583953,0.3021921213510748,0.3611416941420512,0.1938867836630808,0.6756702987160578
05026,0.26188425653520025,0.4308342106019726,0.1112580425018113,0.3492271512844845,0.1916071095860735,0.6183083974621933
05027,-0.675639466742256,-0.6688563969447255,-0.326803759154791,0.350824470296526,0.1952411367928797,0.6408761300834146
05028,-0.7039510578495537,-0.1831922296047562,0.1949428882062541,0.3650227487629331,0.18953706656838404,0.6105164337080993
05029,-1.3606183992422451,-0.22924422573537134,-0.04164151142150418,0.3834649207703939,0.19496694899431047,0.7274031554138393
05030,-1.0114439628316922,-1.1710748005989011,-0.0526754242183189,0.3514923844022001,0.20420799258339192,0.6204874442588757
05031,-0.6461852878084327,-1.4006278233135365,-0.12247328260275964,0.3693446836849986,0.1909275264240135,0.8538209314238684
05032,-0.11057624481375249,-0.6032521449807758,0.42552058958977956,0.35628151521669205,0.19022851862978957,0.741105334524518
05033,-0.016383731332700515,0.2761148981755405,-0.08495432957287506,0.35421647956596114,0.19008103955146416,0.7972357296789976
05034,1.2141136830177823,-1.9502589426468122,0.21489973443690488,0.40921133925802317,0.2057575369616725,1.229968715488718
05035,-1.0594816887400078,-0.07303318847552037,0.4338594807183844,0.3544731668260462,0.20509936859254535,0.8676478486866663
05036,0.27765190254092365,0.6209217032166762,-0.10059956783903036,0.3503435554226301,0.1910120346026863,0.6924830529403104
05037,0.5044903802297649,-0.26292768827719004,-0.4588781630846686,0.41448455006965035,0.20037993465326207,0.6184095532112782
05038,0.30258793025985237,0.37284756910032046,-0.03427177801154751,0.3511772991575392,0.19141009917558652,0.6128884679652538
06001,0.31779902392036735,0.4719584912648807,0.16240143845411312,0.3991017173056001,0.29373628210947783,0.7652526428011786
06002,0.08409694734180738,-0.29209653254156204,0.23696158848562635,0.4029219501537377,0.2930315793598881,0.8113655745049764
06003,0.8801297851190809,-0.08544989802268099,0.06593717344687079,0.39910413096510416,0.29273210603117056,0.6405601762568714
06004,0.5406904932054994,0.4884995760096058,-0.146478834428829,0.4029423734196658,0.29494325962706114,0.7357624133049218
06005,-0.5356272256006003,-0.4370256257120221,-0.13535327939897188,0.41197246669725435,0.2947598714325926,0.8584616545796896
06006,0.5306934438094811,0.16548617517460618,0.05947736827702979,0.4054016185832663,0.2993222098687392,0.6407170107165918
06007,-0.5971674003105715,0.45300595904664964,0.3518736941621193,0.39980556813807544,0.29629986293746147,0.9421596766806882
06008,0.9569001815931266,-0.6205351312292439,-0.6807409031918658,0.4108381100606608,0.30409578436669726,0.952951771040645
06009,0.2689072573471002,0.9696618822345267,0.25659864336473137,0.4022323833657345,0.2951231525027012,0.8010669162300963
06010,-1.4149029204265122,-1.1033922323396912,0.049164367085090775,0.39916562980421755,0.29670737573624234,0.6524836426749321
07001,-1.040096295542894,0.2698795391786783,-0.5795292055043748,0.32598588708810533,0.13202760226503304,1.1235777855653257
07002,1.6347225311511864,0.8966567459770814,-0.0015724201716183562,0.3499063612379872,0.13830262894250436,0.6911516442537224
07003,-0.007385880546950025,0.10563761573365077,-0.6490292706800076,0.33302457557990967,0.12864769516585486,0.8896373067701635
07004,-1.1220721653426142,1.7729536689589733,-0.20869735606660747,0.3281238476547916,0.1345861601468025,1.0304337555207912
07005,-0.06482841519583814,-1.118314289717673,-0.08746669313270966,0.34724381488475153,0.13363342978761938,0.7277857990634109
07006,-1.829224301833692,-0.07301910651547414,0.20335961735403413,0.3364363356362983,0.13886802633222098,0.6217151003762397
07007,0.024358422764927563,1.1275771389398654,-0.30174916474299096,0.3554983619789888,0.16172384027100642,0.6108343113223609
07008,0.43808940942653135,0.7259312349734371,0.1594871036054482,0.32692868204530384,0.1285546361781987,0.6154645027197986
07009,0.49822401505074043,0.6426533859071472,-0.3294387496116777,0.32972270740073983,0.13564714438356532,1.1098270226422968
07010,-1.7660790698414115,-0.47735365750628267,0.36185574386962743,0.33723430077547917,0.1381457070242131,1.0314897558654867
07011,-1.4593200714500092,-0.9770082807331304,-0.2073216333624539,0.32878746943529497,0.13438605473027784,0.6892376535585341
07012,0.9329195603135433,1.2651040179030506,-0.4418770984615085,0.33023812015490017,0.14078174774803315,1.0181646971135172
07013,0.8967845471438883,-0.2327582564714414,0.18337579708908988,0.32660934582942924,0.13262828507514415,0.6533719701306432
07014,0.11053445388487958,-0.041673537564919975,0.5399010171002476,0.3321952137519842,0.13474920557849868,1.1097535813762947
07015,0.6580865121084928,0.006393365543135597,0.25942522449395744,0.32480085107833173,0.1299425851766049,0.680762286832826
07016,0.6723724836851539,0.14541683236195024,-0.5898022843652472,0.3368314066841639,0.14080532606302906,1.3008618918509576
07017,0.4628710707204021,0.46902044861238973,-0.3819038226508129,0.3273602062412189,0.12863470272002317,0.9824874467889966
07018,-0.14461982015628785,-0.4561414814999686,0.1685599280701245,0.3557382899226651,0.12830536679444016,1.1528208386056795
07019,-0.8367817041111412,1.73636344017823,-0.039283441653739384,0.3597865504152101,0.1465059481421829,0.8085819536605579
07020,0.5977185860772348,0.12420111787909369,-0.4974491531067578,0.32722911781915615,0.12963956542480246,1.1283164424641527
07021,0.629890765253421,-0.779753403403653,-0.2955355942984471,0.32675215782332495,0.13129906306275882,0.7535524227306163
07022,0.755245728031071,0.05725179868526498,-0.26411729301966363,0.34509840140053677,0.15000345493150738,0.7322879684777358
07023,-0.5511723864592128,1.8026551518794296,1.2911266651524393,0.3484381929183417,0.14798021465845837,2.2970590270596647
07024,-0.4350483298422999,-2.8299612138570334,0.09991496128504138,0.36349605606129987,0.19299506225333993,0.7509983044697179
07025,0.8484851416348976,-1.422263303538076,-0.005200528897414684,0.33929323327697253,0.1326211496452806,0.6875593990865734
07026,0.31454397105741433,0.8492581174386427,0.6695588907903626,0.34034144434998853,0.1362003061275232,1.2799974136832304
07027,0.6262802770755627,0.22527958431048034,-0.011249912739375386,0.3266199988702747,0.1356033770200528,0.6056163390236983
